Date,Open,High,Low,Close,Adj Close,Volume
2021-01-05,12.500000,12.750000,12.480000,12.610000,12.585255,957600
2021-01-06,12.850000,13.540000,12.800000,13.430000,13.403646,2484800
2021-01-07,13.370000,13.445000,12.740000,12.760000,12.734962,2984400
2021-01-08,12.810000,12.890000,12.610000,12.760000,12.734962,2741700
2021-01-11,12.600000,12.720000,12.290000,12.390000,12.365686,2002500
2021-01-12,12.400000,12.645000,12.330000,12.640000,12.615196,2527400
2021-01-13,12.640000,12.970000,12.595000,12.900000,12.874686,1727800
2021-01-14,12.990000,13.180000,12.890000,12.960000,12.934569,1284700
2021-01-15,12.850000,12.910000,12.520000,12.840000,12.814804,1265600
2021-01-19,12.930000,13.150000,12.770000,13.140000,13.114215,1870600
2021-01-20,13.120000,13.485000,13.050000,13.350000,13.323803,1619100
2021-01-21,13.310000,13.320000,13.035000,13.060000,13.034372,1031100
2021-01-22,12.890000,13.230000,12.780000,13.210000,13.184077,1873300
2021-01-25,13.110000,13.240000,12.850000,12.920000,12.894647,2312600
2021-01-26,13.060000,13.150000,12.640000,12.670000,12.645138,1471200
2021-01-27,12.520000,12.775000,12.310000,12.450000,12.425569,1439600
2021-01-28,12.580000,13.225000,12.500000,12.980000,12.954528,1875600
2021-01-29,13.000000,13.040000,12.380000,12.480000,12.455510,2240500
2021-02-01,12.540000,12.790000,12.360000,12.780000,12.754921,1539800
2021-02-02,12.900000,13.140000,12.770000,13.060000,13.034372,1475700
2021-02-03,12.990000,13.180000,12.860000,13.060000,13.034372,1434300
2021-02-04,13.060000,13.265000,12.990000,13.100000,13.074294,1242300
2021-02-05,13.190000,13.280000,13.020000,13.090000,13.064314,1024800
2021-02-08,13.160000,13.430000,13.100000,13.400000,13.373704,1127800
2021-02-09,13.390000,13.440000,13.130000,13.180000,13.154137,1313200
2021-02-10,13.210000,13.845000,13.210000,13.570000,13.543370,1599400
2021-02-11,13.510000,13.720000,13.450000,13.690000,13.663136,1109200
2021-02-12,13.660000,13.860000,13.648000,13.660000,13.633194,2131400
2021-02-16,13.720000,14.370000,13.710000,14.360000,14.331820,2866000
2021-02-17,14.180000,14.250000,13.820000,14.080000,14.052370,1745200
2021-02-18,14.000000,14.190000,13.960000,14.110000,14.082312,1712200
2021-02-19,14.230000,14.610000,14.180000,14.380000,14.351782,2916300
2021-02-22,14.350000,15.130000,14.350000,14.860000,14.830840,4214100
2021-02-23,14.760000,15.130000,14.450000,14.990000,14.960585,3210900
2021-02-24,14.860000,15.150000,14.850000,14.950000,14.920663,2874500
2021-02-25,14.980000,15.040000,14.250000,14.340000,14.311860,2521400
2021-02-26,14.300000,14.570000,14.190000,14.250000,14.222037,3099000
2021-03-01,14.650000,14.730000,14.090000,14.150000,14.122232,2853300
2021-03-02,14.200000,14.240000,13.810000,13.970000,13.942586,2490900
2021-03-03,14.070000,15.040000,14.060000,14.640000,14.611272,4236900
2021-03-04,14.640000,14.640000,13.685000,13.970000,13.942586,3398500
2021-03-05,14.120000,14.250000,13.470000,14.130000,14.102272,2631400
2021-03-08,14.320000,14.645000,14.095000,14.510000,14.481527,1529600
2021-03-09,14.560000,14.740000,14.270000,14.600000,14.571349,2325400
2021-03-10,14.690000,14.960000,14.590000,14.750000,14.721056,1771100
2021-03-11,14.720000,14.945000,14.480000,14.640000,14.611272,1287100
2021-03-12,14.680000,14.970000,14.570000,14.970000,14.940624,2101700
2021-03-15,14.990000,15.710000,14.980000,15.680000,15.649231,2814100
2021-03-16,15.650000,15.650000,15.200000,15.410000,15.379760,2005800
2021-03-17,15.450000,15.890000,15.450000,15.890000,15.858819,1844700
2021-03-18,15.910000,16.059999,15.460000,15.540000,15.509505,1491100
2021-03-19,15.500000,15.581000,15.060000,15.100000,15.070369,2024600
2021-03-22,15.040000,15.140000,14.715000,15.030000,15.000506,1204000
2021-03-23,14.920000,14.955000,14.270000,14.390000,14.361762,1883700
2021-03-24,14.620000,15.080000,14.540000,14.650000,14.621252,1678300
2021-03-25,14.520000,14.985000,14.235000,14.940000,14.910683,1683900
2021-03-26,15.030000,15.210000,14.800000,14.980000,14.950603,1320900
2021-03-29,14.850000,15.010000,14.475000,14.650000,14.621252,1595000
2021-03-30,14.750000,15.100000,14.690000,14.940000,14.920868,1082300
2021-03-31,14.890000,14.890000,14.570000,14.570000,14.551341,2133700
2021-04-01,14.760000,14.870000,14.550000,14.860000,14.840970,1150700
2021-04-05,15.060000,15.080000,14.650000,14.900000,14.880919,1302400
2021-04-06,14.890000,14.975000,14.765000,14.930000,14.910881,1454600
2021-04-07,15.000000,15.210000,14.780000,15.100000,15.080663,1904200
2021-04-08,14.970000,15.310000,14.850000,15.270000,15.250445,3049900
2021-04-09,15.270000,15.270000,14.950000,15.090000,15.070676,2024600
2021-04-12,15.040000,15.110000,14.732000,15.020000,15.000766,2382300
2021-04-13,14.860000,14.965000,14.605000,14.870000,14.850957,1627100
2021-04-14,14.940000,15.390000,14.870000,15.050000,15.030727,1912900
2021-04-15,15.130000,15.130000,14.820000,15.020000,15.000766,1405800
2021-04-16,15.130000,15.290000,15.050000,15.070000,15.050701,1341400
2021-04-19,15.010000,15.030000,14.780000,15.010000,14.990778,1396400
2021-04-20,14.820000,14.930000,14.590000,14.860000,14.840970,2007300
2021-04-21,14.790000,15.290000,14.550000,15.230000,15.210496,1744400
2021-04-22,15.300000,15.300000,14.920000,15.020000,15.000766,1485800
2021-04-23,15.040000,15.280000,14.880000,15.270000,15.250445,1384900
2021-04-26,15.400000,15.670000,15.370000,15.430000,15.410240,2225900
2021-04-27,15.370000,15.500000,15.140000,15.430000,15.410240,2185200
2021-04-28,15.430000,15.750000,15.430000,15.670000,15.649933,1747500
2021-04-29,15.750000,15.930000,15.615000,15.830000,15.809728,2909000
2021-04-30,15.670000,15.870000,15.455000,15.860000,15.839689,2428400
2021-05-03,15.940000,16.070000,15.660000,15.780000,15.759791,2697400
2021-05-04,15.730000,15.930000,15.390000,15.560000,15.540074,1807900
2021-05-05,15.580000,15.700000,15.400000,15.590000,15.570035,1944700
2021-05-06,15.640000,15.760000,15.370000,15.600000,15.580023,1839000
2021-05-07,15.520000,15.960000,15.380000,15.810000,15.789754,2342700
2021-05-10,15.860000,16.080000,15.450000,15.450000,15.430215,1655300
2021-05-11,15.100000,15.310000,14.940000,15.260000,15.240458,1490100
2021-05-12,15.200000,15.410000,14.715000,14.820000,14.801022,1300200
2021-05-13,14.990000,15.480000,14.890000,15.060000,15.040714,4295000
2021-05-14,15.230000,15.670000,15.180000,15.550000,15.530087,1507700
2021-05-17,15.460000,15.590000,15.300000,15.490000,15.470163,1953100
2021-05-18,15.460000,15.770000,15.370000,15.490000,15.470163,1569300
2021-05-19,15.300000,15.345000,15.060000,15.280000,15.260432,1471000
2021-05-20,15.280000,15.290000,14.930000,15.270000,15.250445,2287000
2021-05-21,15.310000,15.355000,15.090000,15.220000,15.200509,1618000
2021-05-24,15.300000,15.460000,15.130000,15.450000,15.430215,1277500
2021-05-25,15.400000,15.750000,15.290000,15.330000,15.310369,1780100
2021-05-26,15.330000,15.790000,15.190000,15.700000,15.679894,1677000
2021-05-27,15.870000,16.075001,15.750000,16.010000,15.989497,2589600
2021-05-28,16.059999,16.139999,15.675000,15.870000,15.849677,1710300
2021-06-01,16.129999,16.450001,15.960000,16.350000,16.329063,2186900
2021-06-02,16.450001,16.450001,16.200001,16.260000,16.239178,1879800
2021-06-03,16.180000,16.180000,15.881000,15.990000,15.969522,1065200
2021-06-04,16.080000,16.180000,15.974000,16.070000,16.049419,2159300
2021-06-07,16.190001,16.440001,16.160000,16.320000,16.299101,2176800
2021-06-08,16.290001,16.520000,16.150000,16.379999,16.359022,1981100
2021-06-09,16.459999,16.500000,16.270000,16.290001,16.269138,1576600
2021-06-10,16.350000,16.350000,16.059999,16.170000,16.149292,1427300
2021-06-11,16.120001,16.379999,16.030001,16.370001,16.349037,2160200
2021-06-14,16.459999,16.570000,16.150000,16.260000,16.239178,1668000
2021-06-15,16.350000,16.350000,16.160000,16.190001,16.169268,2778900
2021-06-16,16.270000,16.525000,16.200001,16.309999,16.289114,1847400
2021-06-17,16.299999,16.370001,15.810000,15.900000,15.879638,1233400
2021-06-18,15.810000,15.890000,15.570000,15.710000,15.689881,2604400
2021-06-21,15.750000,16.035000,15.695000,15.980000,15.959536,1083700
2021-06-22,15.940000,15.955000,15.690000,15.790000,15.769779,1247200
2021-06-23,15.820000,15.960000,15.700000,15.730000,15.709855,1503000
2021-06-24,15.730000,15.750000,15.375000,15.600000,15.580023,2052500
2021-06-25,15.640000,15.760000,15.440000,15.550000,15.530087,25727200
2021-06-28,15.510000,15.530000,14.825000,15.190000,15.170547,3958900
2021-06-29,15.160000,15.280000,14.990000,15.000000,14.990660,1615500
2021-06-30,14.910000,15.380000,14.860000,15.260000,15.250498,1978600
2021-07-01,15.430000,15.550000,15.330000,15.370000,15.360429,2527000
2021-07-02,15.400000,15.520000,15.330000,15.410000,15.400404,1163900
2021-07-06,15.330000,15.390000,14.690000,14.920000,14.910709,2918600
2021-07-07,14.790000,15.015000,14.645000,14.770000,14.760803,1700300
2021-07-08,14.400000,15.110000,14.140000,14.740000,14.730822,2074900
2021-07-09,14.980000,15.150000,14.760000,15.040000,15.030635,1911600
2021-07-12,14.890000,15.270000,14.770000,15.150000,15.140566,1663600
2021-07-13,15.030000,15.075000,14.600000,14.610000,14.600903,1421300
2021-07-14,14.715000,14.995000,14.640000,14.910000,14.900716,1264200
2021-07-15,14.710000,15.040000,14.650000,14.910000,14.900716,1330700
2021-07-16,15.070000,15.110000,14.485000,14.520000,14.510959,1169500
2021-07-19,14.150000,14.320000,13.830000,14.090000,14.081226,1861200
2021-07-20,14.140000,14.760000,13.960000,14.550000,14.540940,2338000
2021-07-21,14.700000,15.120000,14.630000,15.020000,15.010648,1367200
2021-07-22,14.860000,14.921000,14.595000,14.830000,14.820765,1285800
2021-07-23,14.960000,15.040000,14.530000,14.600000,14.590909,964200
2021-07-26,14.670000,14.950000,14.510000,14.890000,14.880729,980500
2021-07-27,14.780000,15.030000,14.730000,14.810000,14.800778,1147600
2021-07-28,14.960000,15.060000,14.590000,14.940000,14.930696,1343800
2021-07-29,15.120000,15.295000,15.000000,15.130000,15.120579,1438300
2021-07-30,15.100000,15.290000,14.850000,14.950000,14.940691,2158300
2021-08-02,15.030000,15.420000,14.730000,14.770000,14.760803,1647000
2021-08-03,14.800000,14.840000,14.260000,14.640000,14.630884,1865500
2021-08-04,14.480000,14.680000,14.195000,14.260000,14.251121,1311700
2021-08-05,14.320000,14.860000,14.290000,14.860000,14.850746,1413700
2021-08-06,14.800000,15.240000,14.510000,14.940000,14.930696,1932900
2021-08-09,14.670000,14.670000,14.200000,14.430000,14.421015,1270600
2021-08-10,14.310000,14.790000,14.270000,14.780000,14.770797,1285400
2021-08-11,14.880000,15.050000,14.610000,15.010000,15.000653,1349900
2021-08-12,15.100000,15.200000,14.810000,14.970000,14.960679,1353900
2021-08-13,14.900000,14.920000,14.720000,14.800000,14.790785,941900
2021-08-16,14.700000,14.825000,14.450000,14.650000,14.640877,861200
2021-08-17,14.550000,14.575000,14.210000,14.430000,14.421015,1437000
2021-08-18,14.430000,14.560000,14.270000,14.450000,14.441002,1473000
2021-08-19,14.330000,14.450000,14.110000,14.430000,14.421015,2110100
2021-08-20,14.310000,14.580000,14.160000,14.500000,14.490971,1205100
2021-08-23,14.630000,14.770000,14.460000,14.480000,14.470983,1275900
2021-08-24,14.600000,14.760000,14.500000,14.600000,14.590909,2622700
2021-08-25,14.610000,14.960000,14.510000,14.700000,14.690846,2278900
2021-08-26,14.760000,14.935000,14.475000,14.510000,14.500965,1044900
2021-08-27,14.590000,15.110000,14.520000,15.020000,15.010648,1533400
2021-08-30,15.030000,15.060000,14.620000,14.750000,14.740815,1395000
2021-08-31,14.640000,14.860000,14.565000,14.780000,14.770797,1669800
2021-09-01,15.100000,15.230000,14.890000,15.180000,15.170547,1574900
2021-09-02,15.230000,15.465000,15.113000,15.270000,15.260492,2244600
2021-09-03,15.270000,15.390000,15.050000,15.130000,15.120579,1465300
2021-09-07,15.080000,15.220000,14.890000,15.030000,15.020640,1268100
2021-09-08,14.970000,15.140000,14.820000,14.920000,14.910709,1601000
2021-09-09,14.915000,14.940000,14.690000,14.730000,14.720827,1698600
2021-09-10,14.830000,14.890000,14.480000,14.490000,14.480977,1269800
2021-09-13,14.720000,15.335000,14.590000,15.230000,15.220516,1656800
2021-09-14,15.400000,15.400000,15.015000,15.110000,15.100591,1484800
2021-09-15,15.110000,15.310000,15.010000,15.280000,15.270485,1630700
2021-09-16,15.230000,15.490000,15.170000,15.350000,15.340442,1589600
2021-09-17,15.460000,15.630000,15.320000,15.350000,15.340442,4391200
2021-09-20,14.990000,15.310000,14.889000,15.280000,15.270485,1778300
2021-09-21,15.440000,15.880000,15.350000,15.710000,15.700217,3653600
2021-09-22,15.870000,16.240000,15.835000,16.090000,16.079981,2922900
2021-09-23,16.200001,16.340000,15.960000,16.190001,16.179918,2747300
2021-09-24,16.139999,16.350000,16.100000,16.200001,16.189913,1660000
2021-09-27,16.330000,16.590000,16.160000,16.160000,16.149937,2082800
2021-09-28,16.160000,16.459999,15.970000,16.059999,16.049999,2706900
2021-09-29,16.110001,16.219999,15.855000,16.070000,16.070000,1272300
2021-09-30,16.070000,16.150000,15.700000,15.730000,15.730000,1982000
2021-10-01,15.900000,16.400000,15.890000,16.299999,16.299999,2332700
2021-10-04,16.360001,16.410000,15.810000,15.930000,15.930000,1475400
2021-10-05,15.910000,15.960000,15.690000,15.890000,15.890000,1284900
2021-10-06,15.660000,16.040001,15.405000,16.040001,16.040001,1529500
2021-10-07,16.100000,16.340000,16.059999,16.160000,16.160000,1770000
2021-10-08,16.090000,16.379999,16.049999,16.180000,16.180000,1103400
2021-10-11,16.209999,16.455000,16.150000,16.320000,16.320000,1736100
2021-10-12,16.240000,16.315001,16.030001,16.059999,16.059999,1107800
2021-10-13,16.030001,16.090000,15.620000,15.790000,15.790000,1602400
2021-10-14,16.010000,16.084999,15.820000,15.870000,15.870000,1765100
2021-10-15,16.170000,16.350000,15.945000,16.090000,16.090000,1768200
